1	default	pin_out_1	pin_in_1
9	31	59	
9	31	60	
9	31	61	
9	31	62	
9	31	63	
9	31	64	
9	31	65	
9	31	66	
9	31	67	
9	31	68	
9	31	69	
9	31	70	
9	31	71	
9	31	72	
9	31	73	
9	31	74	
9	31	75	
9	31	76	
9	31	77	
9	31	78	
9	31	79	
9	31	80	
9	31	81	
9	31	82	
9	31	83	
9	31	84	
9	31	85	
9	31	86	
9	31	87	
9	31	88	
9	31	89	
9	31	90	
9	31	91	
0
5	default	pin_out_5	pin_in_5
9	1	28	
9	1	29	
9	1	30	
9	1	31	
9	1	32	
9	1	33	
9	1	34	
9	1	35	
9	1	36	
9	1	37	
9	1	38	
9	1	39	
9	1	40	
9	1	41	
9	1	42	
9	1	43	
9	1	44	
9	1	45	
9	1	46	
9	1	47	
9	1	48	
9	1	49	
9	1	50	
9	1	51	
9	1	52	
9	1	53	
9	1	54	
9	1	55	
9	1	56	
9	1	57	
9	1	58	
9	1	59	
9	1	60	
9	1	61	
9	1	62	
9	1	63	
9	1	64	
9	1	65	
9	1	66	
9	1	67	
9	1	68	
9	1	69	
9	1	70	
9	1	71	
9	1	72	
9	1	73	
9	1	74	
9	1	75	
9	1	76	
9	1	77	
9	1	78	
9	1	79	
9	1	80	
9	1	81	
9	1	82	
9	1	83	
9	1	84	
9	1	85	
9	1	86	
9	1	87	
9	1	88	
9	1	89	
9	1	90	
9	1	91	
9	1	92	
8	1	92	
8	2	92	
8	3	92	
8	4	92	
8	5	92	
8	6	92	
8	7	92	
8	8	92	
8	9	92	
8	10	92	
8	11	92	
8	12	92	
8	13	92	
8	14	92	
8	15	92	
8	16	92	
8	17	92	
8	18	92	
8	19	92	
8	20	92	
8	21	92	
8	22	92	
8	23	92	
8	24	92	
8	25	92	
8	26	92	
8	27	92	
8	28	92	
8	29	92	
8	30	92	
8	31	92	
8	32	92	
8	33	92	
8	34	92	
8	35	92	
8	36	92	
8	37	92	
8	38	92	
8	39	92	
8	40	92	
8	41	92	
8	42	92	
8	43	92	
8	44	92	
8	45	92	
8	46	92	
8	47	92	
8	48	92	
8	49	92	
8	50	92	
8	51	92	
8	52	92	
8	53	92	
8	54	92	
8	55	92	
8	56	92	
8	57	92	
8	58	92	
8	59	92	
8	60	92	
8	61	92	
8	62	92	
8	63	92	
8	64	92	
8	65	92	
8	66	92	
8	67	92	
8	68	92	
8	69	92	
8	70	92	
8	71	92	
8	72	92	
8	73	92	
8	74	92	
8	75	92	
9	75	92	
0
6	1w2s_shield	pin_out_6	pin_in_6
11	25	36	
11	25	35	
11	25	34	
11	25	33	
11	25	32	
11	25	31	
11	25	30	
11	25	29	
11	25	28	
11	25	27	
11	25	26	
11	25	25	
11	25	24	
11	25	23	
11	25	22	
11	25	21	
11	25	20	
10	25	20	
10	26	20	
10	27	20	
10	28	20	
10	29	20	
10	30	20	
10	31	20	
10	32	20	
10	33	20	
10	34	20	
10	35	20	
10	36	20	
10	37	20	
10	38	20	
10	39	20	
10	40	20	
10	41	20	
10	42	20	
10	43	20	
10	44	20	
10	45	20	
10	46	20	
10	47	20	
10	48	20	
10	49	20	
10	50	20	
10	51	20	
10	52	20	
10	53	20	
10	54	20	
10	55	20	
10	56	20	
10	57	20	
10	58	20	
10	59	20	
11	59	20	
0
7	1w2s_shield	pin_out_7	pin_in_7
11	77	33	
11	77	32	
11	77	31	
11	77	30	
11	77	29	
11	77	28	
11	77	27	
11	77	26	
11	77	25	
11	77	24	
11	77	23	
10	77	23	
10	76	23	
10	75	23	
10	74	23	
10	73	23	
10	72	23	
10	71	23	
10	70	23	
10	69	23	
10	68	23	
10	67	23	
10	66	23	
10	65	23	
10	64	23	
10	63	23	
10	62	23	
10	61	23	
10	60	23	
10	59	23	
10	58	23	
10	57	23	
10	56	23	
10	55	23	
10	54	23	
10	53	23	
10	52	23	
10	51	23	
10	50	23	
10	49	23	
10	48	23	
10	47	23	
10	46	23	
10	45	23	
10	44	23	
10	43	23	
10	42	23	
10	41	23	
10	40	23	
10	39	23	
10	38	23	
10	37	23	
10	36	23	
10	35	23	
10	34	23	
10	33	23	
10	32	23	
10	31	23	
10	30	23	
10	29	23	
10	28	23	
10	27	23	
10	26	23	
10	25	23	
10	24	23	
10	23	23	
10	22	23	
10	21	23	
10	20	23	
10	19	23	
10	18	23	
10	17	23	
10	16	23	
10	15	23	
10	14	23	
10	13	23	
10	12	23	
10	11	23	
10	10	23	
10	9	23	
10	8	23	
11	8	23	
0
8	1w2s	pin_out_8	pin_in_8
8	25	62	
8	26	62	
8	27	62	
8	28	62	
8	29	62	
8	30	62	
8	31	62	
8	32	62	
9	32	62	
9	32	61	
9	32	60	
9	32	59	
9	32	58	
9	32	57	
9	32	56	
9	32	55	
9	32	54	
9	32	53	
9	32	52	
9	32	51	
9	32	50	
9	32	49	
9	32	48	
9	32	47	
9	32	46	
9	32	45	
9	32	44	
0
9	default	pin_out_9	pin_in_9
6	1	57	
6	2	57	
6	3	57	
6	4	57	
6	5	57	
6	6	57	
6	7	57	
6	8	57	
6	9	57	
6	10	57	
6	11	57	
6	12	57	
6	13	57	
6	14	57	
6	15	57	
6	16	57	
6	17	57	
6	18	57	
6	19	57	
6	20	57	
6	21	57	
6	22	57	
6	23	57	
6	24	57	
6	25	57	
6	26	57	
6	27	57	
6	28	57	
6	29	57	
6	30	57	
6	31	57	
6	32	57	
6	33	57	
6	34	57	
6	35	57	
6	36	57	
6	37	57	
6	38	57	
6	39	57	
6	40	57	
6	41	57	
6	42	57	
6	43	57	
6	44	57	
6	45	57	
6	46	57	
6	47	57	
6	48	57	
6	49	57	
6	50	57	
6	51	57	
6	52	57	
6	53	57	
6	54	57	
6	55	57	
6	56	57	
6	57	57	
6	58	57	
6	59	57	
6	60	57	
6	61	57	
6	62	57	
6	63	57	
6	64	57	
6	65	57	
6	66	57	
6	67	57	
6	68	57	
6	69	57	
6	70	57	
6	71	57	
6	72	57	
7	72	57	
7	72	56	
7	72	55	
7	72	54	
7	72	53	
7	72	52	
7	72	51	
7	72	50	
7	72	49	
7	72	48	
7	72	47	
7	72	46	
7	72	45	
7	72	44	
7	72	43	
7	72	42	
7	72	41	
7	72	40	
7	72	39	
7	72	38	
7	72	37	
7	72	36	
7	72	35	
7	72	34	
7	72	33	
7	72	32	
7	72	31	
7	72	30	
7	72	29	
0
10	1w2s_shield	pin_out_10	pin_in_10
11	91	14	
11	91	15	
11	91	16	
11	91	17	
11	91	18	
11	91	19	
11	91	20	
11	91	21	
11	91	22	
11	91	23	
11	91	24	
11	91	25	
11	91	26	
11	91	27	
11	91	28	
11	91	29	
11	91	30	
11	91	31	
11	91	32	
11	91	33	
11	91	34	
11	91	35	
11	91	36	
11	91	37	
11	91	38	
11	91	39	
11	91	40	
11	91	41	
11	91	42	
11	91	43	
11	91	44	
11	91	45	
11	91	46	
11	91	47	
11	91	48	
11	91	49	
11	91	50	
11	91	51	
11	91	52	
11	91	53	
11	91	54	
11	91	55	
11	91	56	
11	91	57	
11	91	58	
11	91	59	
11	91	60	
11	91	61	
11	91	62	
11	91	63	
11	91	64	
11	91	65	
11	91	66	
11	91	67	
11	91	68	
11	91	69	
11	91	70	
11	91	71	
11	91	72	
11	91	73	
11	91	74	
11	91	75	
11	91	76	
11	91	77	
11	91	78	
11	91	79	
11	91	80	
11	91	81	
11	91	82	
11	91	83	
11	91	84	
11	91	85	
11	91	86	
10	91	86	
10	90	86	
10	89	86	
10	88	86	
10	87	86	
10	86	86	
10	85	86	
10	84	86	
10	83	86	
10	82	86	
10	81	86	
10	80	86	
10	79	86	
10	78	86	
10	77	86	
10	76	86	
10	75	86	
10	74	86	
10	73	86	
10	72	86	
10	71	86	
10	70	86	
10	69	86	
10	68	86	
10	67	86	
10	66	86	
10	65	86	
10	64	86	
10	63	86	
10	62	86	
10	61	86	
10	60	86	
10	59	86	
10	58	86	
10	57	86	
10	56	86	
10	55	86	
10	54	86	
10	53	86	
10	52	86	
10	51	86	
10	50	86	
11	50	86	
0
11	default	pin_out_11	pin_in_11
8	57	89	
7	57	89	
7	57	88	
7	57	87	
7	57	86	
7	57	85	
7	57	84	
7	57	83	
7	57	82	
7	57	81	
7	57	80	
7	57	79	
7	57	78	
7	57	77	
7	57	76	
7	57	75	
7	57	74	
7	57	73	
7	57	72	
7	57	71	
7	57	70	
6	57	70	
6	56	70	
6	55	70	
6	54	70	
6	53	70	
6	52	70	
6	51	70	
6	50	70	
6	49	70	
6	48	70	
6	47	70	
6	46	70	
6	45	70	
6	44	70	
6	43	70	
6	42	70	
6	41	70	
6	40	70	
6	39	70	
6	38	70	
6	37	70	
6	36	70	
6	35	70	
6	34	70	
6	33	70	
6	32	70	
6	31	70	
6	30	70	
6	29	70	
6	28	70	
6	27	70	
6	26	70	
6	25	70	
6	24	70	
6	23	70	
6	22	70	
6	21	70	
6	20	70	
6	19	70	
6	18	70	
6	17	70	
6	16	70	
6	15	70	
6	14	70	
6	13	70	
6	12	70	
6	11	70	
6	10	70	
6	9	70	
6	8	70	
6	7	70	
6	6	70	
6	5	70	
6	4	70	
6	3	70	
6	2	70	
6	1	70	
0
12	1w2s_shield	pin_out_12	pin_in_12
10	73	8	
10	72	8	
10	71	8	
10	70	8	
10	69	8	
10	68	8	
10	67	8	
10	66	8	
10	65	8	
10	64	8	
10	63	8	
10	62	8	
10	61	8	
10	60	8	
10	59	8	
10	58	8	
10	57	8	
10	56	8	
10	55	8	
10	54	8	
10	53	8	
10	52	8	
10	51	8	
10	50	8	
10	49	8	
10	48	8	
10	47	8	
10	46	8	
10	45	8	
10	44	8	
10	43	8	
10	42	8	
10	41	8	
10	40	8	
10	39	8	
9	39	8	
9	39	9	
9	39	10	
9	39	11	
9	39	12	
9	39	13	
9	39	14	
9	39	15	
9	39	16	
9	39	17	
9	39	18	
9	39	19	
9	39	20	
9	39	21	
9	39	22	
9	39	23	
9	39	24	
9	39	25	
9	39	26	
9	39	27	
9	39	28	
10	39	28	
0
13	default	pin_out_13	pin_in_13
8	51	69	
7	51	69	
7	51	68	
7	51	67	
7	51	66	
7	51	65	
7	51	64	
7	51	63	
7	51	62	
7	51	61	
7	51	60	
7	51	59	
7	51	58	
7	51	57	
7	51	56	
7	51	55	
7	51	54	
7	51	53	
7	51	52	
7	51	51	
7	51	50	
7	51	49	
7	51	48	
7	51	47	
7	51	46	
7	51	45	
7	51	44	
7	51	43	
7	51	42	
7	51	41	
7	51	40	
7	51	39	
7	51	38	
7	51	37	
7	51	36	
7	51	35	
7	51	34	
7	51	33	
7	51	32	
7	51	31	
7	51	30	
7	51	29	
7	51	28	
7	51	27	
7	51	26	
7	51	25	
7	51	24	
7	51	23	
7	51	22	
7	51	21	
7	51	20	
7	51	19	
7	51	18	
7	51	17	
7	51	16	
7	51	15	
7	51	14	
7	51	13	
7	51	12	
7	51	11	
6	51	11	
6	50	11	
6	49	11	
6	48	11	
6	47	11	
6	46	11	
6	45	11	
6	44	11	
6	43	11	
6	42	11	
6	41	11	
6	40	11	
6	39	11	
6	38	11	
6	37	11	
6	36	11	
6	35	11	
6	34	11	
0
14	1w2s	pin_out_14	pin_in_14
8	84	5	
8	83	5	
8	82	5	
8	81	5	
8	80	5	
8	79	5	
8	78	5	
8	77	5	
8	76	5	
8	75	5	
8	74	5	
8	73	5	
8	72	5	
8	71	5	
8	70	5	
8	69	5	
8	68	5	
8	67	5	
8	66	5	
8	65	5	
8	64	5	
8	63	5	
8	62	5	
8	61	5	
8	60	5	
8	59	5	
8	58	5	
8	57	5	
8	56	5	
8	55	5	
8	54	5	
8	53	5	
8	52	5	
8	51	5	
8	50	5	
8	49	5	
8	48	5	
8	47	5	
8	46	5	
8	45	5	
8	44	5	
8	43	5	
8	42	5	
8	41	5	
8	40	5	
8	39	5	
8	38	5	
8	37	5	
8	36	5	
8	35	5	
7	35	5	
7	35	6	
7	35	7	
7	35	8	
7	35	9	
7	35	10	
7	35	11	
7	35	12	
7	35	13	
7	35	14	
7	35	15	
7	35	16	
7	35	17	
7	35	18	
7	35	19	
7	35	20	
7	35	21	
7	35	22	
7	35	23	
7	35	24	
7	35	25	
7	35	26	
7	35	27	
7	35	28	
7	35	29	
7	35	30	
7	35	31	
7	35	32	
7	35	33	
7	35	34	
7	35	35	
7	35	36	
7	35	37	
7	35	38	
7	35	39	
7	35	40	
7	35	41	
7	35	42	
7	35	43	
7	35	44	
7	35	45	
7	35	46	
7	35	47	
7	35	48	
7	35	49	
7	35	50	
7	35	51	
7	35	52	
7	35	53	
7	35	54	
7	35	55	
7	35	56	
7	35	57	
7	35	58	
7	35	59	
7	35	60	
7	35	61	
7	35	62	
7	35	63	
7	35	64	
7	35	65	
7	35	66	
7	35	67	
7	35	68	
7	35	69	
7	35	70	
7	35	71	
7	35	72	
7	35	73	
7	35	74	
7	35	75	
7	35	76	
7	35	77	
7	35	78	
7	35	79	
7	35	80	
7	35	81	
7	35	82	
7	35	83	
7	35	84	
7	35	85	
7	35	86	
7	35	87	
7	35	88	
8	35	88	
0
15	default	pin_out_15	pin_in_15
8	77	0	
8	76	0	
8	75	0	
8	74	0	
8	73	0	
8	72	0	
8	71	0	
8	70	0	
8	69	0	
8	68	0	
8	67	0	
8	66	0	
8	65	0	
7	65	0	
7	65	1	
7	65	2	
7	65	3	
7	65	4	
7	65	5	
7	65	6	
7	65	7	
7	65	8	
7	65	9	
7	65	10	
7	65	11	
7	65	12	
7	65	13	
7	65	14	
7	65	15	
7	65	16	
7	65	17	
7	65	18	
7	65	19	
7	65	20	
7	65	21	
7	65	22	
7	65	23	
7	65	24	
7	65	25	
7	65	26	
7	65	27	
7	65	28	
7	65	29	
7	65	30	
7	65	31	
7	65	32	
7	65	33	
7	65	34	
7	65	35	
7	65	36	
7	65	37	
7	65	38	
7	65	39	
7	65	40	
7	65	41	
7	65	42	
7	65	43	
7	65	44	
7	65	45	
7	65	46	
7	65	47	
7	65	48	
7	65	49	
7	65	50	
7	65	51	
7	65	52	
7	65	53	
7	65	54	
7	65	55	
7	65	56	
7	65	57	
7	65	58	
7	65	59	
7	65	60	
7	65	61	
7	65	62	
7	65	63	
7	65	64	
7	65	65	
7	65	66	
7	65	67	
7	65	68	
7	65	69	
7	65	70	
7	65	71	
7	65	72	
7	65	73	
7	65	74	
7	65	75	
7	65	76	
7	65	77	
0
16	default	pin_out_16	pin_in_16
9	42	36	
9	42	37	
9	42	38	
9	42	39	
9	42	40	
9	42	41	
9	42	42	
9	42	43	
9	42	44	
9	42	45	
9	42	46	
9	42	47	
9	42	48	
9	42	49	
9	42	50	
9	42	51	
9	42	52	
9	42	53	
9	42	54	
9	42	55	
9	42	56	
9	42	57	
9	42	58	
9	42	59	
9	42	60	
9	42	61	
9	42	62	
9	42	63	
9	42	64	
9	42	65	
9	42	66	
9	42	67	
9	42	68	
9	42	69	
9	42	70	
9	42	71	
9	42	72	
9	42	73	
9	42	74	
9	42	75	
9	42	76	
9	42	77	
9	42	78	
9	42	79	
9	42	80	
9	42	81	
9	42	82	
9	42	83	
9	42	84	
9	42	85	
9	42	86	
9	42	87	
9	42	88	
9	42	89	
9	42	90	
9	42	91	
9	42	92	
9	42	93	
9	42	94	
9	42	95	
9	42	96	
8	42	96	
8	41	96	
8	40	96	
8	39	96	
8	38	96	
8	37	96	
8	36	96	
8	35	96	
8	34	96	
8	33	96	
8	32	96	
8	31	96	
8	30	96	
9	30	96	
0
17	default	pin_out_17	pin_in_17
7	28	47	
7	28	46	
7	28	45	
7	28	44	
7	28	43	
7	28	42	
7	28	41	
7	28	40	
7	28	39	
7	28	38	
7	28	37	
7	28	36	
7	28	35	
7	28	34	
7	28	33	
7	28	32	
7	28	31	
7	28	30	
7	28	29	
7	28	28	
8	28	28	
8	27	28	
8	26	28	
8	25	28	
8	24	28	
8	23	28	
8	22	28	
8	21	28	
8	20	28	
8	19	28	
8	18	28	
8	17	28	
8	16	28	
8	15	28	
8	14	28	
8	13	28	
8	12	28	
8	11	28	
8	10	28	
8	9	28	
8	8	28	
8	7	28	
8	6	28	
8	5	28	
8	4	28	
8	3	28	
8	2	28	
8	1	28	
8	0	28	
9	0	28	
0
18	1w2s	pin_out_18	pin_in_18
9	54	47	
9	54	46	
9	54	45	
9	54	44	
9	54	43	
9	54	42	
9	54	41	
9	54	40	
9	54	39	
9	54	38	
9	54	37	
9	54	36	
9	54	35	
9	54	34	
9	54	33	
9	54	32	
9	54	31	
9	54	30	
9	54	29	
9	54	28	
9	54	27	
9	54	26	
9	54	25	
9	54	24	
9	54	23	
9	54	22	
9	54	21	
9	54	20	
8	54	20	
8	53	20	
8	52	20	
8	51	20	
8	50	20	
8	49	20	
8	48	20	
8	47	20	
8	46	20	
8	45	20	
8	44	20	
8	43	20	
8	42	20	
8	41	20	
8	40	20	
8	39	20	
8	38	20	
8	37	20	
8	36	20	
8	35	20	
8	34	20	
9	34	20	
0
19	1w2s_shield	pin_out_19	pin_in_19
10	30	22	
10	31	22	
10	32	22	
10	33	22	
10	34	22	
10	35	22	
10	36	22	
10	37	22	
10	38	22	
10	39	22	
10	40	22	
10	41	22	
10	42	22	
10	43	22	
10	44	22	
10	45	22	
10	46	22	
10	47	22	
10	48	22	
11	48	22	
11	48	21	
11	48	20	
11	48	19	
11	48	18	
11	48	17	
11	48	16	
0
20	default	pin_out_20	pin_in_20
9	78	44	
9	78	43	
9	78	42	
9	78	41	
9	78	40	
9	78	39	
9	78	38	
9	78	37	
9	78	36	
9	78	35	
8	78	35	
8	77	35	
8	76	35	
8	75	35	
8	74	35	
8	73	35	
8	72	35	
9	72	35	
0
21	default	pin_out_21	pin_in_21
7	63	36	
7	63	37	
7	63	38	
7	63	39	
7	63	40	
7	63	41	
7	63	42	
7	63	43	
7	63	44	
7	63	45	
7	63	46	
7	63	47	
7	63	48	
7	63	49	
7	63	50	
7	63	51	
7	63	52	
7	63	53	
7	63	54	
7	63	55	
7	63	56	
7	63	57	
7	63	58	
8	63	58	
8	64	58	
8	65	58	
8	66	58	
8	67	58	
8	68	58	
8	69	58	
8	70	58	
8	71	58	
8	72	58	
8	73	58	
8	74	58	
8	75	58	
8	76	58	
8	77	58	
8	78	58	
8	79	58	
8	80	58	
8	81	58	
8	82	58	
8	83	58	
8	84	58	
8	85	58	
8	86	58	
8	87	58	
8	88	58	
9	88	58	
0
22	default	pin_out_22	pin_in_22
8	18	82	
8	19	82	
8	20	82	
8	21	82	
8	22	82	
8	23	82	
8	24	82	
8	25	82	
8	26	82	
8	27	82	
8	28	82	
8	29	82	
8	30	82	
8	31	82	
8	32	82	
8	33	82	
8	34	82	
8	35	82	
8	36	82	
8	37	82	
8	38	82	
8	39	82	
8	40	82	
8	41	82	
8	42	82	
8	43	82	
8	44	82	
8	45	82	
8	46	82	
8	47	82	
8	48	82	
8	49	82	
8	50	82	
8	51	82	
8	52	82	
8	53	82	
8	54	82	
8	55	82	
8	56	82	
8	57	82	
8	58	82	
8	59	82	
8	60	82	
8	61	82	
8	62	82	
8	63	82	
8	64	82	
8	65	82	
8	66	82	
8	67	82	
8	68	82	
8	69	82	
8	70	82	
9	70	82	
9	70	83	
9	70	84	
9	70	85	
9	70	86	
9	70	87	
0
23	default	pin_out_23	pin_in_23
8	6	53	
8	7	53	
8	8	53	
8	9	53	
8	10	53	
8	11	53	
7	11	53	
7	11	52	
7	11	51	
7	11	50	
7	11	49	
7	11	48	
7	11	47	
7	11	46	
7	11	45	
7	11	44	
7	11	43	
7	11	42	
7	11	41	
7	11	40	
7	11	39	
7	11	38	
7	11	37	
7	11	36	
7	11	35	
7	11	34	
7	11	33	
7	11	32	
7	11	31	
7	11	30	
7	11	29	
7	11	28	
7	11	27	
7	11	26	
7	11	25	
7	11	24	
7	11	23	
7	11	22	
7	11	21	
7	11	20	
7	11	19	
7	11	18	
7	11	17	
7	11	16	
7	11	15	
7	11	14	
7	11	13	
7	11	12	
7	11	11	
7	11	10	
7	11	9	
7	11	8	
0
24	default	pin_out_24	pin_in_24
9	40	30	
9	40	31	
9	40	32	
9	40	33	
9	40	34	
9	40	35	
9	40	36	
9	40	37	
9	40	38	
9	40	39	
9	40	40	
9	40	41	
9	40	42	
9	40	43	
9	40	44	
9	40	45	
9	40	46	
9	40	47	
9	40	48	
9	40	49	
9	40	50	
9	40	51	
9	40	52	
9	40	53	
9	40	54	
9	40	55	
9	40	56	
9	40	57	
9	40	58	
9	40	59	
9	40	60	
9	40	61	
9	40	62	
9	40	63	
9	40	64	
9	40	65	
9	40	66	
9	40	67	
9	40	68	
9	40	69	
9	40	70	
9	40	71	
9	40	72	
9	40	73	
9	40	74	
9	40	75	
9	40	76	
9	40	77	
9	40	78	
9	40	79	
9	40	80	
9	40	81	
9	40	82	
9	40	83	
9	40	84	
9	40	85	
8	40	85	
8	41	85	
8	42	85	
8	43	85	
8	44	85	
8	45	85	
8	46	85	
8	47	85	
8	48	85	
8	49	85	
8	50	85	
8	51	85	
8	52	85	
8	53	85	
8	54	85	
8	55	85	
8	56	85	
8	57	85	
8	58	85	
8	59	85	
8	60	85	
8	61	85	
8	62	85	
8	63	85	
8	64	85	
8	65	85	
8	66	85	
8	67	85	
8	68	85	
8	69	85	
8	70	85	
8	71	85	
8	72	85	
8	73	85	
8	74	85	
8	75	85	
8	76	85	
8	77	85	
8	78	85	
8	79	85	
8	80	85	
8	81	85	
8	82	85	
8	83	85	
8	84	85	
8	85	85	
8	86	85	
8	87	85	
0
25	1w2s_shield	pin_out_25	pin_in_25
10	74	37	
10	75	37	
10	76	37	
9	76	37	
9	76	38	
9	76	39	
9	76	40	
9	76	41	
9	76	42	
9	76	43	
9	76	44	
9	76	45	
9	76	46	
9	76	47	
9	76	48	
9	76	49	
9	76	50	
9	76	51	
9	76	52	
9	76	53	
9	76	54	
9	76	55	
9	76	56	
9	76	57	
9	76	58	
9	76	59	
9	76	60	
10	76	60	
0
26	1w2s	pin_out_26	pin_in_26
8	37	29	
8	38	29	
8	39	29	
8	40	29	
8	41	29	
8	42	29	
8	43	29	
8	44	29	
8	45	29	
8	46	29	
8	47	29	
8	48	29	
8	49	29	
8	50	29	
8	51	29	
7	51	29	
7	51	30	
7	51	31	
7	51	32	
7	51	33	
7	51	34	
7	51	35	
7	51	36	
7	51	37	
7	51	38	
7	51	39	
7	51	40	
7	51	41	
7	51	42	
7	51	43	
7	51	44	
7	51	45	
7	51	46	
7	51	47	
7	51	48	
7	51	49	
7	51	50	
7	51	51	
7	51	52	
7	51	53	
7	51	54	
7	51	55	
7	51	56	
7	51	57	
7	51	58	
7	51	59	
7	51	60	
7	51	61	
7	51	62	
7	51	63	
7	51	64	
7	51	65	
7	51	66	
7	51	67	
7	51	68	
7	51	69	
7	51	70	
7	51	71	
7	51	72	
7	51	73	
7	51	74	
7	51	75	
7	51	76	
7	51	77	
7	51	78	
7	51	79	
7	51	80	
7	51	81	
7	51	82	
7	51	83	
7	51	84	
8	51	84	
0
27	default	pin_out_27	pin_in_27
8	87	0	
8	86	0	
8	85	0	
8	84	0	
8	83	0	
8	82	0	
8	81	0	
8	80	0	
8	79	0	
8	78	0	
8	77	0	
8	76	0	
8	75	0	
8	74	0	
8	73	0	
8	72	0	
8	71	0	
8	70	0	
8	69	0	
8	68	0	
8	67	0	
8	66	0	
8	65	0	
8	64	0	
8	63	0	
8	62	0	
8	61	0	
8	60	0	
8	59	0	
8	58	0	
8	57	0	
8	56	0	
8	55	0	
8	54	0	
8	53	0	
9	53	0	
9	53	1	
9	53	2	
9	53	3	
9	53	4	
9	53	5	
9	53	6	
9	53	7	
9	53	8	
9	53	9	
9	53	10	
9	53	11	
9	53	12	
9	53	13	
9	53	14	
9	53	15	
9	53	16	
9	53	17	
9	53	18	
9	53	19	
9	53	20	
9	53	21	
9	53	22	
9	53	23	
9	53	24	
9	53	25	
9	53	26	
9	53	27	
9	53	28	
9	53	29	
9	53	30	
9	53	31	
9	53	32	
9	53	33	
9	53	34	
9	53	35	
9	53	36	
9	53	37	
9	53	38	
9	53	39	
9	53	40	
9	53	41	
9	53	42	
9	53	43	
9	53	44	
9	53	45	
9	53	46	
0
28	default	pin_out_28	pin_in_28
7	63	35	
7	63	34	
7	63	33	
7	63	32	
7	63	31	
7	63	30	
7	63	29	
7	63	28	
8	63	28	
8	62	28	
8	61	28	
8	60	28	
8	59	28	
8	58	28	
8	57	28	
8	56	28	
8	55	28	
8	54	28	
8	53	28	
8	52	28	
8	51	28	
8	50	28	
8	49	28	
8	48	28	
8	47	28	
8	46	28	
8	45	28	
8	44	28	
8	43	28	
8	42	28	
8	41	28	
8	40	28	
8	39	28	
8	38	28	
8	37	28	
8	36	28	
8	35	28	
8	34	28	
8	33	28	
8	32	28	
8	31	28	
